Contract_ID,tenure,CustomerID,Contract,PaperlessBilling,PaymentMethod
CONT2226,33,C2226,One year,Yes,Electronic check
CONT2227,23,C2227,Two year,No,Mailed check
CONT2228,58,C2228,One year,Yes,Electronic check
CONT2229,70,C2229,Two year,Yes,Bank transfer (automatic)
CONT2230,4,C2230,Month-to-month,No,Electronic check
CONT2231,45,C2231,Two year,No,Mailed check
CONT2232,10,C2232,Month-to-month,Yes,Electronic check
CONT2233,36,C2233,Two year,No,Credit card (automatic)
CONT2234,54,C2234,Month-to-month,Yes,Mailed check
CONT2235,23,C2235,Two year,No,Mailed check
CONT2236,41,C2236,One year,Yes,Credit card (automatic)
CONT2237,5,C2237,Month-to-month,Yes,Mailed check
CONT2238,27,C2238,One year,Yes,Credit card (automatic)
CONT2239,1,C2239,Month-to-month,Yes,Electronic check
CONT2240,67,C2240,Two year,No,Credit card (automatic)
CONT2241,72,C2241,Two year,Yes,Credit card (automatic)
CONT2242,56,C2242,Two year,Yes,Credit card (automatic)
CONT2243,44,C2243,One year,No,Electronic check
CONT2244,66,C2244,Month-to-month,Yes,Electronic check
CONT2245,34,C2245,One year,Yes,Mailed check
CONT2246,69,C2246,Two year,No,Bank transfer (automatic)
CONT2247,1,C2247,Month-to-month,Yes,Electronic check
CONT2248,40,C2248,Two year,No,Credit card (automatic)
CONT2249,30,C2249,Month-to-month,Yes,Bank transfer (automatic)
CONT2250,11,C2250,Month-to-month,No,Mailed check
CONT2251,15,C2251,One year,No,Credit card (automatic)
CONT2252,11,C2252,Month-to-month,Yes,Electronic check
CONT2253,64,C2253,One year,No,Bank transfer (automatic)
CONT2254,72,C2254,Two year,No,Bank transfer (automatic)
CONT2255,72,C2255,Two year,Yes,Bank transfer (automatic)
CONT2256,1,C2256,Month-to-month,No,Mailed check
CONT2257,15,C2257,One year,No,Credit card (automatic)
CONT2258,60,C2258,One year,No,Credit card (automatic)
CONT2259,56,C2259,One year,No,Mailed check
CONT2260,8,C2260,Two year,No,Mailed check
CONT2261,3,C2261,Month-to-month,No,Credit card (automatic)
CONT2262,49,C2262,Month-to-month,Yes,Credit card (automatic)
CONT2263,2,C2263,Month-to-month,Yes,Electronic check
CONT2264,6,C2264,Month-to-month,Yes,Bank transfer (automatic)
CONT2265,70,C2265,Two year,Yes,Bank transfer (automatic)
CONT2266,12,C2266,Month-to-month,Yes,Mailed check
CONT2267,52,C2267,One year,Yes,Bank transfer (automatic)
CONT2268,72,C2268,Two year,Yes,Credit card (automatic)
CONT2269,40,C2269,Two year,Yes,Bank transfer (automatic)
CONT2270,1,C2270,Month-to-month,No,Mailed check
CONT2271,3,C2271,Month-to-month,Yes,Electronic check
CONT2272,40,C2272,Month-to-month,Yes,Electronic check
CONT2273,1,C2273,Month-to-month,Yes,Electronic check
CONT2274,30,C2274,One year,No,Credit card (automatic)
CONT2275,23,C2275,Month-to-month,Yes,Electronic check
CONT2276,1,C2276,Month-to-month,Yes,Electronic check
CONT2277,44,C2277,Month-to-month,No,Electronic check
CONT2278,65,C2278,Month-to-month,Yes,Electronic check
CONT2279,7,C2279,Month-to-month,Yes,Electronic check
CONT2280,72,C2280,Two year,Yes,Credit card (automatic)
CONT2281,8,C2281,Month-to-month,Yes,Credit card (automatic)
CONT2282,16,C2282,Month-to-month,Yes,Credit card (automatic)
CONT2283,66,C2283,Month-to-month,Yes,Credit card (automatic)
CONT2284,1,C2284,Month-to-month,Yes,Mailed check
CONT2285,3,C2285,Month-to-month,No,Mailed check
CONT2286,53,C2286,Month-to-month,No,Electronic check
CONT2287,8,C2287,Month-to-month,Yes,Credit card (automatic)
CONT2288,69,C2288,Two year,Yes,Bank transfer (automatic)
CONT2289,5,C2289,Month-to-month,Yes,Mailed check
CONT2290,72,C2290,Two year,No,Mailed check
CONT2291,13,C2291,Month-to-month,Yes,Bank transfer (automatic)
CONT2292,4,C2292,Month-to-month,Yes,Electronic check
CONT2293,54,C2293,Two year,No,Credit card (automatic)
CONT2294,72,C2294,Two year,No,Bank transfer (automatic)
CONT2295,12,C2295,Month-to-month,Yes,Electronic check
CONT2296,1,C2296,Month-to-month,Yes,Electronic check
CONT2297,1,C2297,Month-to-month,No,Electronic check
CONT2298,54,C2298,One year,No,Electronic check
CONT2299,69,C2299,Two year,Yes,Credit card (automatic)
CONT2300,48,C2300,Two year,No,Credit card (automatic)
CONT2301,48,C2301,One year,Yes,Credit card (automatic)
CONT2302,8,C2302,Month-to-month,Yes,Electronic check
CONT2303,71,C2303,Two year,Yes,Mailed check
CONT2304,2,C2304,Month-to-month,Yes,Electronic check
CONT2305,67,C2305,One year,Yes,Credit card (automatic)
CONT2306,34,C2306,Month-to-month,Yes,Bank transfer (automatic)
CONT2307,3,C2307,Month-to-month,Yes,Electronic check
CONT2308,9,C2308,One year,Yes,Mailed check
CONT2309,71,C2309,One year,Yes,Bank transfer (automatic)
CONT2310,57,C2310,Two year,Yes,Credit card (automatic)
CONT2311,72,C2311,Two year,Yes,Bank transfer (automatic)
CONT2312,48,C2312,Month-to-month,Yes,Electronic check
CONT2313,18,C2313,One year,No,Mailed check
CONT2314,43,C2314,One year,Yes,Credit card (automatic)
CONT2315,72,C2315,Two year,Yes,Bank transfer (automatic)
CONT2316,35,C2316,One year,Yes,Bank transfer (automatic)
CONT2317,4,C2317,Month-to-month,No,Mailed check
CONT2318,49,C2318,Two year,No,Mailed check
CONT2319,71,C2319,Two year,No,Bank transfer (automatic)
CONT2320,11,C2320,Month-to-month,No,Electronic check
CONT2321,63,C2321,Two year,Yes,Credit card (automatic)
CONT2322,65,C2322,Month-to-month,Yes,Bank transfer (automatic)
CONT2323,49,C2323,Two year,No,Credit card (automatic)
CONT2324,29,C2324,Month-to-month,Yes,Credit card (automatic)
CONT2325,15,C2325,Month-to-month,Yes,Electronic check
CONT2326,4,C2326,Month-to-month,Yes,Electronic check
CONT2327,72,C2327,One year,No,Credit card (automatic)
CONT2328,26,C2328,Month-to-month,Yes,Credit card (automatic)
CONT2329,35,C2329,Month-to-month,No,Bank transfer (automatic)
CONT2330,57,C2330,One year,No,Electronic check
CONT2331,28,C2331,Month-to-month,No,Electronic check
CONT2332,25,C2332,One year,Yes,Mailed check
CONT2333,47,C2333,One year,Yes,Credit card (automatic)
CONT2334,57,C2334,Month-to-month,No,Bank transfer (automatic)
CONT2335,16,C2335,Month-to-month,Yes,Credit card (automatic)
CONT2336,5,C2336,Month-to-month,Yes,Mailed check
CONT2337,17,C2337,Month-to-month,Yes,Bank transfer (automatic)
CONT2338,56,C2338,One year,Yes,Bank transfer (automatic)
CONT2339,72,C2339,Two year,No,Bank transfer (automatic)
CONT2340,21,C2340,Month-to-month,Yes,Electronic check
CONT2341,48,C2341,One year,No,Credit card (automatic)
CONT2342,68,C2342,Two year,No,Bank transfer (automatic)
CONT2343,30,C2343,Month-to-month,No,Bank transfer (automatic)
CONT2344,3,C2344,Month-to-month,Yes,Mailed check
CONT2345,14,C2345,Two year,No,Mailed check
CONT2346,4,C2346,Month-to-month,Yes,Bank transfer (automatic)
CONT2347,71,C2347,Two year,Yes,Credit card (automatic)
CONT2348,8,C2348,One year,No,Mailed check
CONT2349,61,C2349,Month-to-month,No,Bank transfer (automatic)
CONT2350,72,C2350,Two year,No,Bank transfer (automatic)
CONT2351,5,C2351,Month-to-month,Yes,Electronic check
CONT2352,49,C2352,Two year,No,Bank transfer (automatic)
CONT2353,8,C2353,Month-to-month,Yes,Bank transfer (automatic)
CONT2354,3,C2354,Month-to-month,Yes,Electronic check
CONT2355,9,C2355,Two year,No,Mailed check
CONT2356,67,C2356,Two year,Yes,Bank transfer (automatic)
CONT2357,46,C2357,Month-to-month,Yes,Credit card (automatic)
CONT2358,67,C2358,One year,No,Mailed check
CONT2359,55,C2359,One year,No,Electronic check
CONT2360,33,C2360,Month-to-month,Yes,Bank transfer (automatic)
CONT2361,62,C2361,Two year,No,Credit card (automatic)
CONT2362,1,C2362,Month-to-month,No,Mailed check
CONT2363,49,C2363,Month-to-month,Yes,Electronic check
CONT2364,1,C2364,Month-to-month,Yes,Electronic check
CONT2365,14,C2365,Month-to-month,Yes,Electronic check
CONT2366,18,C2366,Month-to-month,No,Bank transfer (automatic)
CONT2367,1,C2367,Month-to-month,Yes,Electronic check
CONT2368,1,C2368,Month-to-month,Yes,Credit card (automatic)
CONT2369,72,C2369,Two year,Yes,Credit card (automatic)
CONT2370,64,C2370,Two year,No,Credit card (automatic)
CONT2371,69,C2371,Two year,Yes,Bank transfer (automatic)
CONT2372,1,C2372,Month-to-month,Yes,Electronic check
CONT2373,71,C2373,Two year,No,Credit card (automatic)
CONT2374,66,C2374,One year,Yes,Credit card (automatic)
CONT2375,2,C2375,Month-to-month,No,Mailed check
CONT2376,71,C2376,Two year,Yes,Bank transfer (automatic)
CONT2377,11,C2377,One year,Yes,Electronic check
CONT2378,47,C2378,Month-to-month,Yes,Electronic check
CONT2379,35,C2379,Month-to-month,Yes,Electronic check
CONT2380,32,C2380,Month-to-month,No,Bank transfer (automatic)
CONT2381,60,C2381,Month-to-month,Yes,Bank transfer (automatic)
CONT2382,11,C2382,One year,No,Mailed check
CONT2383,29,C2383,One year,No,Credit card (automatic)
CONT2384,21,C2384,Month-to-month,Yes,Electronic check
CONT2385,48,C2385,Month-to-month,Yes,Credit card (automatic)
CONT2386,3,C2386,Month-to-month,No,Mailed check
CONT2387,43,C2387,Month-to-month,No,Mailed check
CONT2388,5,C2388,Month-to-month,No,Electronic check
CONT2389,1,C2389,Month-to-month,Yes,Electronic check
CONT2390,71,C2390,One year,No,Electronic check
CONT2391,8,C2391,One year,No,Electronic check
CONT2392,8,C2392,Month-to-month,Yes,Electronic check
CONT2393,20,C2393,Month-to-month,Yes,Credit card (automatic)
CONT2394,33,C2394,One year,Yes,Mailed check
CONT2395,71,C2395,One year,Yes,Credit card (automatic)
CONT2396,31,C2396,One year,Yes,Electronic check
CONT2397,38,C2397,One year,No,Credit card (automatic)
CONT2398,1,C2398,Month-to-month,Yes,Electronic check
CONT2399,2,C2399,Month-to-month,Yes,Mailed check
CONT2400,12,C2400,Month-to-month,Yes,Bank transfer (automatic)
CONT2401,9,C2401,Month-to-month,No,Bank transfer (automatic)
CONT2402,11,C2402,Month-to-month,Yes,Electronic check
CONT2403,6,C2403,Month-to-month,No,Mailed check
CONT2404,71,C2404,One year,Yes,Bank transfer (automatic)
CONT2405,42,C2405,One year,Yes,Credit card (automatic)
CONT2406,8,C2406,Month-to-month,Yes,Electronic check
CONT2407,5,C2407,Month-to-month,Yes,Electronic check
CONT2408,2,C2408,Month-to-month,Yes,Electronic check
CONT2409,45,C2409,Two year,No,Mailed check
CONT2410,28,C2410,One year,Yes,Credit card (automatic)
CONT2411,43,C2411,Month-to-month,No,Electronic check
CONT2412,60,C2412,Two year,Yes,Electronic check
CONT2413,42,C2413,One year,No,Mailed check
CONT2414,7,C2414,Two year,No,Credit card (automatic)
CONT2415,25,C2415,One year,Yes,Bank transfer (automatic)
CONT2416,40,C2416,Month-to-month,Yes,Credit card (automatic)
CONT2417,27,C2417,One year,Yes,Bank transfer (automatic)
CONT2418,10,C2418,Month-to-month,No,Electronic check
CONT2419,27,C2419,Month-to-month,Yes,Bank transfer (automatic)
CONT2420,11,C2420,One year,No,Bank transfer (automatic)
CONT2421,4,C2421,Month-to-month,No,Credit card (automatic)
CONT2422,68,C2422,Month-to-month,Yes,Bank transfer (automatic)
CONT2423,1,C2423,Month-to-month,Yes,Electronic check
CONT2424,18,C2424,One year,No,Mailed check
CONT2425,57,C2425,Two year,Yes,Bank transfer (automatic)
CONT2426,26,C2426,Month-to-month,Yes,Electronic check
CONT2427,17,C2427,Month-to-month,Yes,Credit card (automatic)
CONT2428,1,C2428,Month-to-month,No,Electronic check
CONT2429,38,C2429,Month-to-month,Yes,Bank transfer (automatic)
CONT2430,59,C2430,One year,Yes,Credit card (automatic)
CONT2431,30,C2431,Two year,Yes,Mailed check
CONT2432,2,C2432,Month-to-month,Yes,Mailed check
CONT2433,50,C2433,One year,No,Electronic check
CONT2434,9,C2434,One year,No,Mailed check
CONT2435,3,C2435,Month-to-month,No,Mailed check
CONT2436,14,C2436,Month-to-month,Yes,Credit card (automatic)
CONT2437,31,C2437,Month-to-month,Yes,Credit card (automatic)
CONT2438,7,C2438,Month-to-month,No,Electronic check
CONT2439,8,C2439,Month-to-month,Yes,Bank transfer (automatic)
CONT2440,17,C2440,One year,No,Bank transfer (automatic)
CONT2441,32,C2441,Month-to-month,Yes,Credit card (automatic)
CONT2442,2,C2442,Month-to-month,No,Mailed check
CONT2443,7,C2443,Month-to-month,Yes,Electronic check
CONT2444,72,C2444,Two year,No,Credit card (automatic)
CONT2445,31,C2445,Month-to-month,Yes,Electronic check
CONT2446,27,C2446,Month-to-month,No,Mailed check
CONT2447,18,C2447,Month-to-month,Yes,Credit card (automatic)
CONT2448,7,C2448,Month-to-month,Yes,Electronic check
CONT2449,14,C2449,Month-to-month,Yes,Electronic check
CONT2450,11,C2450,Month-to-month,Yes,Bank transfer (automatic)
CONT2451,72,C2451,Two year,Yes,Bank transfer (automatic)
CONT2452,28,C2452,One year,No,Electronic check
CONT2453,15,C2453,Month-to-month,Yes,Credit card (automatic)
CONT2454,4,C2454,Month-to-month,Yes,Electronic check
CONT2455,71,C2455,Two year,No,Electronic check
CONT2456,5,C2456,Month-to-month,Yes,Electronic check
CONT2457,47,C2457,Two year,No,Mailed check
CONT2458,57,C2458,One year,Yes,Electronic check
CONT2459,50,C2459,Two year,Yes,Credit card (automatic)
CONT2460,8,C2460,Month-to-month,Yes,Credit card (automatic)
CONT2461,48,C2461,Two year,No,Mailed check
CONT2462,70,C2462,One year,No,Bank transfer (automatic)
CONT2463,1,C2463,Month-to-month,Yes,Bank transfer (automatic)
CONT2464,8,C2464,Month-to-month,Yes,Bank transfer (automatic)
CONT2465,1,C2465,Month-to-month,Yes,Electronic check
CONT2466,1,C2466,Month-to-month,Yes,Bank transfer (automatic)
CONT2467,60,C2467,Two year,No,Mailed check
CONT2468,49,C2468,One year,Yes,Electronic check
CONT2469,4,C2469,Month-to-month,Yes,Electronic check
CONT2470,29,C2470,One year,No,Mailed check
CONT2471,67,C2471,Two year,Yes,Credit card (automatic)
CONT2472,53,C2472,Month-to-month,Yes,Credit card (automatic)
CONT2473,67,C2473,Two year,No,Credit card (automatic)
CONT2474,6,C2474,Month-to-month,No,Mailed check
CONT2475,47,C2475,Month-to-month,Yes,Electronic check
CONT2476,53,C2476,Two year,No,Mailed check
CONT2477,69,C2477,Two year,Yes,Mailed check
CONT2478,3,C2478,Month-to-month,Yes,Mailed check
CONT2479,4,C2479,Month-to-month,No,Mailed check
CONT2480,56,C2480,Two year,Yes,Credit card (automatic)
CONT2481,59,C2481,Month-to-month,Yes,Bank transfer (automatic)
CONT2482,61,C2482,Two year,No,Bank transfer (automatic)
CONT2483,2,C2483,Month-to-month,Yes,Electronic check
CONT2484,46,C2484,Month-to-month,Yes,Electronic check
CONT2485,12,C2485,Month-to-month,No,Mailed check
CONT2486,14,C2486,Month-to-month,Yes,Electronic check
CONT2487,28,C2487,One year,Yes,Electronic check
CONT2488,24,C2488,Month-to-month,No,Bank transfer (automatic)
CONT2489,31,C2489,Month-to-month,Yes,Electronic check
CONT2490,68,C2490,One year,Yes,Electronic check
CONT2491,39,C2491,Two year,No,Mailed check
CONT2492,42,C2492,Month-to-month,No,Credit card (automatic)
CONT2493,13,C2493,Month-to-month,Yes,Electronic check
CONT2494,6,C2494,Month-to-month,Yes,Electronic check
CONT2495,35,C2495,Month-to-month,No,Credit card (automatic)
CONT2496,38,C2496,One year,Yes,Credit card (automatic)
CONT2497,18,C2497,Two year,No,Credit card (automatic)
CONT2498,4,C2498,Month-to-month,No,Mailed check
CONT2499,27,C2499,Month-to-month,Yes,Electronic check
CONT2500,41,C2500,One year,No,Mailed check
CONT2501,50,C2501,One year,No,Electronic check
CONT2502,72,C2502,Two year,No,Electronic check
CONT2503,70,C2503,One year,No,Credit card (automatic)
CONT2504,44,C2504,One year,No,Bank transfer (automatic)
CONT2505,2,C2505,Month-to-month,Yes,Electronic check
CONT2506,34,C2506,One year,Yes,Bank transfer (automatic)
CONT2507,72,C2507,Two year,No,Bank transfer (automatic)
CONT2508,71,C2508,Two year,Yes,Electronic check
CONT2509,64,C2509,Two year,Yes,Credit card (automatic)
CONT2510,72,C2510,Two year,Yes,Bank transfer (automatic)
CONT2511,1,C2511,Month-to-month,Yes,Mailed check
CONT2512,29,C2512,One year,No,Bank transfer (automatic)
CONT2513,23,C2513,One year,Yes,Bank transfer (automatic)
CONT2514,52,C2514,Two year,No,Mailed check
CONT2515,25,C2515,Month-to-month,Yes,Electronic check
CONT2516,64,C2516,Two year,Yes,Bank transfer (automatic)
CONT2517,16,C2517,Month-to-month,Yes,Electronic check
CONT2518,1,C2518,Month-to-month,Yes,Bank transfer (automatic)
CONT2519,24,C2519,Month-to-month,Yes,Bank transfer (automatic)
CONT2520,2,C2520,Month-to-month,Yes,Electronic check
CONT2521,34,C2521,Two year,No,Mailed check
CONT2522,36,C2522,Month-to-month,Yes,Credit card (automatic)
CONT2523,53,C2523,One year,Yes,Mailed check
CONT2524,47,C2524,Two year,No,Credit card (automatic)
CONT2525,72,C2525,Two year,No,Credit card (automatic)
CONT2526,72,C2526,Two year,Yes,Credit card (automatic)
CONT2527,1,C2527,Month-to-month,No,Mailed check
CONT2528,9,C2528,Month-to-month,Yes,Electronic check
CONT2529,8,C2529,Month-to-month,Yes,Bank transfer (automatic)
CONT2530,45,C2530,One year,No,Credit card (automatic)
CONT2531,7,C2531,Month-to-month,Yes,Electronic check
CONT2532,71,C2532,Two year,Yes,Credit card (automatic)
CONT2533,41,C2533,One year,Yes,Bank transfer (automatic)
CONT2534,67,C2534,Two year,No,Credit card (automatic)
CONT2535,69,C2535,One year,Yes,Credit card (automatic)
CONT2536,70,C2536,Two year,Yes,Bank transfer (automatic)
CONT2537,25,C2537,One year,No,Bank transfer (automatic)
CONT2538,72,C2538,Two year,No,Bank transfer (automatic)
CONT2539,34,C2539,Two year,Yes,Electronic check
CONT2540,65,C2540,Two year,No,Credit card (automatic)
CONT2541,70,C2541,Two year,Yes,Credit card (automatic)
CONT2542,72,C2542,Two year,Yes,Credit card (automatic)
CONT2543,35,C2543,One year,Yes,Mailed check
CONT2544,13,C2544,Month-to-month,No,Mailed check
CONT2545,12,C2545,One year,No,Electronic check
CONT2546,62,C2546,One year,Yes,Bank transfer (automatic)
CONT2547,25,C2547,Month-to-month,Yes,Credit card (automatic)
CONT2548,52,C2548,Two year,No,Mailed check
CONT2549,8,C2549,Month-to-month,Yes,Credit card (automatic)
CONT2550,2,C2550,Month-to-month,No,Mailed check
CONT2551,56,C2551,Two year,No,Mailed check
CONT2552,12,C2552,Month-to-month,No,Bank transfer (automatic)
CONT2553,47,C2553,One year,No,Electronic check
CONT2554,2,C2554,Month-to-month,No,Electronic check
CONT2555,18,C2555,Month-to-month,Yes,Mailed check
CONT2556,8,C2556,Month-to-month,Yes,Electronic check
CONT2557,45,C2557,Month-to-month,Yes,Mailed check
CONT2558,3,C2558,Month-to-month,No,Mailed check
CONT2559,38,C2559,One year,No,Mailed check
CONT2560,72,C2560,Two year,Yes,Electronic check
CONT2561,46,C2561,Month-to-month,Yes,Electronic check
CONT2562,71,C2562,Two year,Yes,Credit card (automatic)
CONT2563,66,C2563,Two year,No,Bank transfer (automatic)
CONT2564,25,C2564,Month-to-month,No,Mailed check
CONT2565,18,C2565,One year,Yes,Credit card (automatic)
CONT2566,13,C2566,Two year,Yes,Bank transfer (automatic)
CONT2567,65,C2567,Two year,No,Bank transfer (automatic)
CONT2568,60,C2568,Month-to-month,Yes,Electronic check
CONT2569,15,C2569,Two year,No,Mailed check
