customerID,Subscription_ID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
C1465,SUB1465,Yes,No,DSL,Yes,No,No,Yes,No,Yes
C1466,SUB1466,Yes,No,Fiber optic,No,Yes,No,No,No,No
C1467,SUB1467,Yes,No,DSL,Yes,No,No,No,No,No
C1468,SUB1468,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
C1469,SUB1469,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
C1470,SUB1470,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
C1471,SUB1471,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1472,SUB1472,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
C1473,SUB1473,Yes,Yes,Fiber optic,No,No,No,No,No,No
C1474,SUB1474,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C1475,SUB1475,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
C1476,SUB1476,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
C1477,SUB1477,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1478,SUB1478,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
C1479,SUB1479,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C1480,SUB1480,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
C1481,SUB1481,No,No phone service,DSL,No,No,Yes,Yes,No,No
C1482,SUB1482,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C1483,SUB1483,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
C1484,SUB1484,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes
C1485,SUB1485,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
C1486,SUB1486,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C1487,SUB1487,Yes,No,DSL,No,Yes,No,Yes,No,No
C1488,SUB1488,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C1489,SUB1489,Yes,No,DSL,Yes,No,No,No,No,No
C1490,SUB1490,Yes,No,DSL,Yes,Yes,No,Yes,No,No
C1491,SUB1491,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No
C1492,SUB1492,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1493,SUB1493,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
C1494,SUB1494,Yes,No,Fiber optic,Yes,No,Yes,No,No,No
C1495,SUB1495,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1496,SUB1496,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
C1497,SUB1497,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1498,SUB1498,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
C1499,SUB1499,Yes,Yes,Fiber optic,No,No,No,No,No,No
C1500,SUB1500,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
C1501,SUB1501,No,No phone service,DSL,No,No,Yes,No,No,Yes
C1502,SUB1502,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1503,SUB1503,Yes,Yes,DSL,Yes,No,No,No,No,No
C1504,SUB1504,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C1505,SUB1505,Yes,No,Fiber optic,No,No,No,No,No,No
C1506,SUB1506,Yes,Yes,Fiber optic,No,No,No,No,No,No
C1507,SUB1507,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes
C1508,SUB1508,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1509,SUB1509,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes
C1510,SUB1510,Yes,No,Fiber optic,No,No,Yes,No,No,No
C1511,SUB1511,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
C1512,SUB1512,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1513,SUB1513,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C1514,SUB1514,No,No phone service,DSL,No,No,No,No,No,No
C1515,SUB1515,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1516,SUB1516,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes
C1517,SUB1517,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C1518,SUB1518,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
C1519,SUB1519,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1520,SUB1520,No,No phone service,DSL,Yes,Yes,No,No,No,Yes
C1521,SUB1521,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1522,SUB1522,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
C1523,SUB1523,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes
C1524,SUB1524,Yes,No,DSL,No,No,No,No,No,No
C1525,SUB1525,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C1526,SUB1526,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1527,SUB1527,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
C1528,SUB1528,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1529,SUB1529,Yes,No,DSL,No,No,No,No,No,Yes
C1530,SUB1530,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1531,SUB1531,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
C1532,SUB1532,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1533,SUB1533,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1534,SUB1534,Yes,No,Fiber optic,No,No,Yes,No,No,No
C1535,SUB1535,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1536,SUB1536,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
C1537,SUB1537,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
C1538,SUB1538,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
C1539,SUB1539,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C1540,SUB1540,Yes,No,DSL,Yes,No,No,No,No,No
C1541,SUB1541,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
C1542,SUB1542,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1543,SUB1543,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1544,SUB1544,Yes,No,Fiber optic,No,No,No,No,No,No
C1545,SUB1545,Yes,No,DSL,No,No,Yes,No,No,No
C1546,SUB1546,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C1547,SUB1547,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1548,SUB1548,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C1549,SUB1549,Yes,No,Fiber optic,No,No,No,Yes,Yes,No
C1550,SUB1550,Yes,No,DSL,No,No,No,No,No,No
C1551,SUB1551,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
C1552,SUB1552,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1553,SUB1553,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
C1554,SUB1554,Yes,No,Fiber optic,No,No,Yes,Yes,No,No
C1555,SUB1555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1556,SUB1556,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
C1557,SUB1557,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No
C1558,SUB1558,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
C1559,SUB1559,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
C1560,SUB1560,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1561,SUB1561,No,No phone service,DSL,Yes,No,No,Yes,Yes,No
C1562,SUB1562,Yes,Yes,Fiber optic,No,No,No,No,No,No
C1563,SUB1563,No,No phone service,DSL,Yes,No,No,Yes,No,No
C1564,SUB1564,Yes,No,Fiber optic,No,No,No,No,No,No
C1565,SUB1565,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C1566,SUB1566,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
C1567,SUB1567,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes
C1568,SUB1568,Yes,No,DSL,No,No,Yes,No,Yes,Yes
C1569,SUB1569,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C1570,SUB1570,Yes,No,DSL,No,No,No,No,No,No
C1571,SUB1571,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1572,SUB1572,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1573,SUB1573,Yes,No,DSL,No,No,No,No,No,No
C1574,SUB1574,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
C1575,SUB1575,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1576,SUB1576,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
C1577,SUB1577,Yes,No,DSL,No,Yes,Yes,Yes,No,No
C1578,SUB1578,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
C1579,SUB1579,Yes,No,DSL,No,No,No,Yes,Yes,No
C1580,SUB1580,Yes,No,Fiber optic,No,No,No,No,No,Yes
C1581,SUB1581,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes
C1582,SUB1582,No,No phone service,DSL,No,Yes,No,Yes,No,No
C1583,SUB1583,Yes,Yes,DSL,Yes,No,No,No,Yes,No
C1584,SUB1584,Yes,Yes,DSL,No,No,No,No,No,No
C1585,SUB1585,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
C1586,SUB1586,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes
C1587,SUB1587,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
C1588,SUB1588,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1589,SUB1589,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
C1590,SUB1590,Yes,No,DSL,No,Yes,Yes,No,Yes,No
C1591,SUB1591,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1592,SUB1592,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1593,SUB1593,Yes,No,Fiber optic,No,No,No,No,Yes,No
C1594,SUB1594,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1595,SUB1595,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1596,SUB1596,Yes,No,Fiber optic,No,Yes,No,No,No,No
C1597,SUB1597,Yes,No,Fiber optic,No,No,No,No,No,No
C1598,SUB1598,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
C1599,SUB1599,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1600,SUB1600,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
C1601,SUB1601,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
C1602,SUB1602,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
C1603,SUB1603,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
C1604,SUB1604,Yes,Yes,DSL,Yes,No,No,No,No,Yes
C1605,SUB1605,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
C1606,SUB1606,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1607,SUB1607,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
C1608,SUB1608,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes
C1609,SUB1609,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1610,SUB1610,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
C1611,SUB1611,Yes,No,DSL,Yes,Yes,No,Yes,No,No
C1612,SUB1612,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C1613,SUB1613,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
C1614,SUB1614,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1615,SUB1615,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes
C1616,SUB1616,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1617,SUB1617,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1618,SUB1618,Yes,Yes,DSL,No,No,Yes,Yes,No,No
C1619,SUB1619,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
C1620,SUB1620,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
C1621,SUB1621,No,No phone service,DSL,No,No,No,Yes,No,No
C1622,SUB1622,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C1623,SUB1623,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes
C1624,SUB1624,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C1625,SUB1625,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C1626,SUB1626,Yes,No,Fiber optic,No,No,Yes,No,No,No
C1627,SUB1627,Yes,Yes,DSL,Yes,No,No,Yes,No,No
C1628,SUB1628,Yes,No,Fiber optic,No,Yes,No,No,No,No
C1629,SUB1629,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
C1630,SUB1630,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes
C1631,SUB1631,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C1632,SUB1632,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No
C1633,SUB1633,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C1634,SUB1634,Yes,No,DSL,No,No,No,No,No,No
C1635,SUB1635,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
C1636,SUB1636,Yes,No,DSL,No,No,Yes,No,Yes,Yes
C1637,SUB1637,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1638,SUB1638,No,No phone service,DSL,No,No,No,Yes,No,No
C1639,SUB1639,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
C1640,SUB1640,Yes,No,DSL,No,No,No,No,No,No
C1641,SUB1641,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1642,SUB1642,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C1643,SUB1643,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1644,SUB1644,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
C1645,SUB1645,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
C1646,SUB1646,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C1647,SUB1647,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
C1648,SUB1648,Yes,No,Fiber optic,No,No,No,No,Yes,No
C1649,SUB1649,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
C1650,SUB1650,Yes,No,DSL,No,Yes,No,Yes,No,No
C1651,SUB1651,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C1652,SUB1652,Yes,No,Fiber optic,No,No,No,No,Yes,No
C1653,SUB1653,No,No phone service,DSL,Yes,No,Yes,No,No,No
C1654,SUB1654,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1655,SUB1655,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1656,SUB1656,Yes,No,DSL,No,No,No,No,No,No
C1657,SUB1657,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
C1658,SUB1658,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1659,SUB1659,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
C1660,SUB1660,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes
C1661,SUB1661,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1662,SUB1662,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C1663,SUB1663,Yes,No,Fiber optic,No,No,No,No,No,No
C1664,SUB1664,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C1665,SUB1665,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C1666,SUB1666,Yes,Yes,Fiber optic,No,No,No,No,No,No
C1667,SUB1667,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1668,SUB1668,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1669,SUB1669,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C1670,SUB1670,Yes,Yes,Fiber optic,No,No,No,No,No,No
C1671,SUB1671,Yes,No,DSL,No,No,Yes,No,No,No
C1672,SUB1672,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
C1673,SUB1673,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
C1674,SUB1674,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C1675,SUB1675,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1676,SUB1676,Yes,No,Fiber optic,No,No,No,No,Yes,No
C1677,SUB1677,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
C1678,SUB1678,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1679,SUB1679,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
C1680,SUB1680,Yes,No,DSL,No,No,No,No,No,No
C1681,SUB1681,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1682,SUB1682,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1683,SUB1683,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
C1684,SUB1684,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1685,SUB1685,Yes,Yes,DSL,No,No,No,No,No,No
C1686,SUB1686,Yes,No,Fiber optic,No,No,No,No,No,No
C1687,SUB1687,Yes,Yes,DSL,No,Yes,No,Yes,No,No
C1688,SUB1688,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1689,SUB1689,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1690,SUB1690,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
C1691,SUB1691,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
C1692,SUB1692,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1693,SUB1693,No,No phone service,DSL,No,No,No,No,No,No
C1694,SUB1694,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C1695,SUB1695,No,No phone service,DSL,No,No,No,No,Yes,No
C1696,SUB1696,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No
C1697,SUB1697,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C1698,SUB1698,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
C1699,SUB1699,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No
C1700,SUB1700,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1701,SUB1701,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1702,SUB1702,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C1703,SUB1703,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
C1704,SUB1704,No,No phone service,DSL,No,Yes,No,Yes,No,No
C1705,SUB1705,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C1706,SUB1706,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
C1707,SUB1707,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
C1708,SUB1708,Yes,No,Fiber optic,No,No,Yes,No,No,No
C1709,SUB1709,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
C1710,SUB1710,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No
C1711,SUB1711,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
C1712,SUB1712,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1713,SUB1713,Yes,Yes,DSL,No,Yes,No,No,No,No
C1714,SUB1714,Yes,Yes,DSL,No,Yes,No,Yes,No,No
C1715,SUB1715,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes
C1716,SUB1716,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1717,SUB1717,Yes,No,DSL,No,No,No,No,No,Yes
C1718,SUB1718,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1719,SUB1719,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1720,SUB1720,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C1721,SUB1721,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
C1722,SUB1722,Yes,No,Fiber optic,Yes,No,No,No,No,No
C1723,SUB1723,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
C1724,SUB1724,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1725,SUB1725,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C1726,SUB1726,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C1727,SUB1727,Yes,Yes,DSL,No,No,No,No,No,No
C1728,SUB1728,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No
C1729,SUB1729,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
C1730,SUB1730,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
C1731,SUB1731,Yes,Yes,DSL,No,No,No,No,Yes,No
C1732,SUB1732,Yes,No,Fiber optic,No,No,No,No,No,No
C1733,SUB1733,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C1734,SUB1734,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1735,SUB1735,No,No phone service,DSL,No,No,No,No,Yes,Yes
C1736,SUB1736,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C1737,SUB1737,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1738,SUB1738,Yes,No,DSL,No,No,No,No,No,No
C1739,SUB1739,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
C1740,SUB1740,Yes,No,Fiber optic,No,No,No,No,No,No
C1741,SUB1741,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C1742,SUB1742,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes
C1743,SUB1743,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
C1744,SUB1744,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
